"SpecCode","Species","autoctr","StockCode","SpeedRefNo","Length","LengthType","SpeedLS","LengthTypeSpeed","Speedms","Mode","DataRef","Reliable","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","SLa","SLb","TS"
146,"Thunnus obesus",113,160,308,36,"SL",1.3,"SL",0.468,"sustained",688,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,NA,NA,NA
147,"Thunnus thynnus",114,161,308,250,"SL",0.88,"SL",2.2,"sustained",688,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,NA,NA,NA
147,"Thunnus thynnus",115,161,308,241,"SL",1.12,"SL",2.6992,"sustained",688,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,NA,NA,NA
147,"Thunnus thynnus",116,161,308,213,"SL",1.64,"SL",3.4932,"sustained",688,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,NA,NA,NA
147,"Thunnus thynnus",117,161,4680,NA,NA,NA,NA,1.5,"burst",NA,NA,"Recorded by tracking: translation of position over time (F.G. Ca",3,715392000,3,1315267200,NA,NA,NA,NA,NA
148,"Thunnus tonggol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"Pseudobatos planiceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"Lutjanus fuscescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Lutjanus guilcheri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"Lutjanus guttatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"Lutjanus inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"Lutjanus jocu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"Lutjanus jordani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"Lutjanus kasmira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Lutjanus lemniscatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"Lutjanus lunulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"Lutjanus lutjanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"Lutjanus madras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"Lutjanus mahogoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"Lutjanus malabaricus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"Lutjanus maxweberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"Lutjanus mizenkoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"Lutjanus monostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"Callorhinchus capensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"Lutjanus notatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"Lutjanus novemfasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"Lutjanus peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"Lutjanus purpureus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"Lutjanus quinquelineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"Lutjanus rivulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"Polyodon spathula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"Elops saurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"Lutjanus russellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"Lutjanus sanguineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"Lutjanus sebae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"Lutjanus semicinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"Lutjanus stellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,"Lutjanus synagris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"Lutjanus timoriensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"Lutjanus viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"Lutjanus vitta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"Lutjanus vivanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,"Macolor macularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,"Macolor niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"Ocyurus chrysurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"Paracaesio caerulea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"Paracaesio gonzalesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"Paracaesio kusakarii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"Paracaesio sordida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"Paracaesio stonei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"Paracaesio xanthura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"Parapristipomoides squamimaxillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"Pinjalo pinjalo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"Pristipomoides aquilonaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"Pristipomoides argyrogrammicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"Pristipomoides auricilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"Pristipomoides filamentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"Pristipomoides flavipinnis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"Boops boops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"Sarpa salpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"Pristipomoides freemani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"Pristipomoides macrophthalmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"Bothus podas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"Pristipomoides multidens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"Pristipomoides sieboldii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,"Pristipomoides typus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,"Pristipomoides zonatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"Randallichthys filamentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"Rhomboplites aurorubens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"Symphorichthys spilurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"Symphorus nematophorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"Makaira nigricans",118,230,4680,NA,"FL",NA,NA,0.2,"other",4680,NA,"Swimming speed (15-25 cm/sec) within 10 m of the surface.",3,715392000,NA,780710400,NA,NA,NA,NA,NA
216,"Makaira nigricans",119,230,4680,NA,"FL",NA,NA,1,"sustained",4680,NA,"Fastest sustained swimming speeds: 80-120 cm/sec.",3,715392000,NA,780710400,NA,NA,NA,NA,NA
216,"Makaira nigricans",120,230,4680,NA,NA,NA,NA,1.7,"sustained",NA,NA,"Check Ref. 4683 for mode of swimming.",3,715392000,NA,780710400,NA,NA,NA,NA,NA
216,"Makaira nigricans",121,230,4680,NA,NA,NA,NA,2.2,"sustained",NA,NA,"Check Ref. 4688 for mode of swimming.",3,715392000,NA,780710400,NA,NA,NA,NA,NA
216,"Makaira nigricans",122,230,4680,NA,"FL",NA,NA,2.25,"sustained",4680,NA,NA,3,715392000,NA,780710400,NA,NA,NA,NA,NA
216,"Makaira nigricans",123,230,4680,NA,NA,NA,NA,20.8,"burst",NA,NA,"Check Ref. 4686 for mode of swimming.",3,715392000,NA,780710400,NA,NA,NA,NA,NA
217,"Istiompax indica",124,231,4680,NA,NA,NA,NA,36.1,"burst",NA,NA,NA,3,718416000,NA,780710400,NA,NA,NA,NA,NA
218,"Makaira mazara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"Kajikia albida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"Tetrapturus pfluegeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"Tetrapturus georgii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"Kajikia audax",125,237,4680,NA,NA,999,NA,1.8,NA,NA,NA,"Check Ref. 4684 for mode of swimming.",3,715392000,NA,780710400,NA,NA,NA,NA,NA
225,"Callionymus filamentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"Xiphias gladius",126,240,308,220,"SL",11.3,"SL",24.86,"burst",46357,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,3,1048809600,NA,NA,NA,NA,NA
226,"Xiphias gladius",127,240,4680,NA,NA,NA,NA,2.25,"burst",NA,NA,"Data from F.G. Carey (unpublished).",3,715392000,NA,780710400,NA,NA,NA,NA,NA
227,"Megalops cyprinoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"Albula vulpes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"Nemoossis belloci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"Alepocephalus bairdii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"Coregonus albula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"Coregonus lavaretus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"Coregonus oxyrinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"Coregonus clupeaformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"Coregonus artedi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"Salmo salar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"Clarias jaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"Salmo trutta",128,252,308,38,"SL",8.58,"SL",3.2604,"burst",684,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,0,0.9,NA
238,"Salmo trutta",129,252,308,24,"SL",9.87,"SL",2.3688,"burst",684,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,0,0.9,NA
238,"Salmo trutta",130,252,3499,34,"TL",2.7,"TL",0.92,"sustained",3511,NA,"34.1 g, fish at 92 cm/sec.",22,705888000,1,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",1,253,3531,28,"TL",2.36,"TL",0.6608,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",2,253,3531,29,"TL",2.4,"TL",0.696,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",3,253,3531,30,"TL",2.44,"TL",0.732,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",4,253,3531,30,"TL",2.49,"TL",0.747,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",5,253,3531,28,"TL",3.04,"TL",0.8512,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",6,253,3531,29,"TL",3.09,"TL",0.8961,"sustained",3531,NA,"Average of 3 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",7,253,3531,30,"TL",3.14,"TL",0.942,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",8,253,3531,30,"TL",3.2,"TL",0.96,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",9,253,3531,28,"TL",3.72,"TL",1.0416,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",10,253,3531,30,"TL",3.83,"TL",1.149,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",11,253,3531,30,"TL",3.92,"TL",1.176,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",12,253,3531,28,"TL",4.39,"TL",1.2292,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",13,253,3531,30,"TL",4.53,"TL",1.359,"sustained",3531,NA,"Average of 2 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",14,253,3531,28,"TL",5.07,"TL",1.4196,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",15,253,3531,30,"TL",5.2,"TL",1.56,"sustained",3531,NA,"Average of 2 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",16,253,3531,28,"TL",5.81,"TL",1.6268,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",17,253,3531,29,"TL",20.7,"TL",6.003,"sustained",3531,"questionable","Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",18,253,3531,29,"TL",24.1,"TL",6.989,"sustained",3531,"questionable","Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",19,253,3531,29,"TL",27.6,"TL",8.004,"sustained",3531,"questionable","Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",131,253,3499,4,"TL",18.25,"TL",0.73,"burst",NA,NA,"Maximum speed sustained for 3-4 sec. Data read from a graph.",1,705801600,NA,780796800,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",132,253,3499,13,"TL",16.92308,"TL",2.2,"burst",NA,NA,"Max. speed sustained for 3-4 sec. Same speed reached at 23.2 TL.",1,705801600,2,780796800,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",133,253,3499,29,"TL",11,"TL",3.19,"burst",NA,NA,"Maximum speed sustained for 3-4 sec. Data read from a graph.",1,705801600,NA,780796800,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",134,253,3518,10,"TL",3.2,"TL",0.32,"sustained",NA,NA,NA,1,705888000,NA,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",135,253,3518,15,"TL",2.66667,"TL",0.4,"sustained",NA,NA,NA,1,705888000,NA,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",136,253,3518,20,"TL",3,"TL",0.6,"sustained",NA,NA,NA,1,705888000,NA,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",137,253,3518,28,"TL",2.5,"TL",0.7,"sustained",NA,NA,NA,1,705888000,NA,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",138,253,3518,10,"TL",10.3,"TL",1.03,"burst",NA,NA,NA,1,705888000,NA,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",139,253,3518,15,"TL",11.66667,"TL",1.75,"burst",NA,NA,"The same speed also reached at 20 TL.",1,705888000,2,780796800,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",140,253,3518,64,"TL",3.3,"TL",2.112,"sustained",3519,NA,"Average for 10 specimens.",1,705888000,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",141,253,3518,28,"TL",12.5,"TL",3.5,"burst",NA,NA,NA,1,705888000,NA,780710400,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",142,253,3531,28,"TL",1.01,"TL",0.2828,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",143,253,3531,29,"TL",1.03,"TL",0.2987,"sustained",3531,NA,"Average of 5 fish. Same speed reached at 29.7 TL.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",144,253,3531,30,"TL",1.07,"TL",0.321,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",145,253,3531,29,"TL",1.38,"TL",0.4002,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",146,253,3531,28,"TL",1.69,"TL",0.4732,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",147,253,3531,29,"TL",1.71,"TL",0.4959,"sustained",3531,NA,"Average of 5 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",148,253,3531,30,"TL",1.74,"TL",0.522,"sustained",3531,NA,"Average of 4 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
239,"Oncorhynchus mykiss",149,253,3531,30,"TL",1.78,"TL",0.534,"sustained",3531,NA,"Average of 3 fish.",22,706147200,1,969408000,NA,NA,0,0.9,NA
240,"Oncorhynchus gorbuscha",20,254,308,64,"SL",0.96,"SL",0.6144,"sustained",689,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,0,0.92,NA
241,"Oncorhynchus keta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"Oncorhynchus masou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"Oncorhynchus nerka",21,257,308,67,"SL",0.68,"SL",0.4556,"sustained",689,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",22,257,308,63,"SL",0.93,"SL",0.5859,"sustained",689,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",23,257,308,8,"SL",3.65,"SL",0.292,"sustained",689,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",24,257,3518,6,"TL",1.7,"TL",0.102,"sustained",3521,NA,"At 0<b0>C.",1,705888000,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",25,257,3518,51,"TL",3,"TL",1.53,"sustained",3519,NA,"Average for 15 specimens.",1,705888000,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",26,257,3518,6,"TL",5.1,"TL",0.306,"sustained",3521,NA,"At 20<b0>C.",1,705888000,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",27,257,3531,18,"TL",2.9,"TL",0.522,"sustained",2361,NA,"At 15<b0>C. Critical speed in increasing velocity test.",1,705888000,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",28,257,3531,30,"TL",3.2,"TL",0.96,"sustained",2275,NA,"At 15<b0>C. Critical speed in increasing velocity test.",1,705888000,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",29,257,3531,18,"TL",4,"TL",0.72,"sustained",2361,NA,"At 15<b0>C. Critical speed in increasing velocity test.",1,705888000,1,969408000,NA,NA,0,0.91,NA
243,"Oncorhynchus nerka",30,257,3531,17,"TL",4.3,"TL",0.731,"sustained",2361,NA,"At 15<b0>C. Critical speed in increasing velocity test.",1,705888000,1,969408000,NA,NA,0,0.91,NA
244,"Oncorhynchus tshawytscha",150,258,308,31,"SL",2.25,"SL",0.6975,"burst",495,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,NA,NA,NA
244,"Oncorhynchus tshawytscha",151,258,308,19,"SL",3.01,"SL",0.5719,"burst",495,NA,"Lengths were transformed to SL in Ref. 308.",1,696729600,1,969408000,NA,NA,NA,NA,NA
245,"Oncorhynchus kisutch",152,259,3518,5,"TL",1.1,"TL",0.055,"sustained",3521,NA,"At 0<b0>C.",1,705888000,1,969408000,NA,NA,0,0.897,NA
245,"Oncorhynchus kisutch",153,259,3518,56,"TL",3.4,"TL",1.904,"sustained",3519,NA,"Average for 9 specimens.",1,705888000,1,969408000,NA,NA,0,0.897,NA
245,"Oncorhynchus kisutch",154,259,3518,5,"TL",5.5,"TL",0.275,"sustained",3521,NA,"At 20<b0>C.",1,705888000,1,969408000,NA,NA,0,0.897,NA
245,"Oncorhynchus kisutch",155,259,3531,56,"TL",3.37,"TL",1.8872,"sustained",3535,NA,"Migrating fish.",1,705888000,1,969408000,NA,NA,0,0.897,NA
246,"Salvelinus fontinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"Salvelinus alpinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"Salvelinus namaycush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"Centrolophus niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"Schedophilus ovalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"Plecoglossus altivelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"Mallotus villosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"Osmerus mordax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
